Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Unit_Price,Profit_Margin,Revenue,Discount_Band,Price_Segment,Market_Benchmark_Price_x,Market_Benchmark_Price_y,Market_Benchmark_Price,Price_vs_Market
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,15.57,3,0.7,-11.418,5.19,-73.33333333333333,15.57,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,22.32,4,0.0,10.7136,5.58,48.0,22.32,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,103.6,7,0.0,51.8,14.8,50.0,103.6,No Discount,Premium,3.984,3.984,3.984,Overpriced
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,2.97,3,0.0,1.3365,0.99,44.99999999999999,2.97,No Discount,Low,29.99,29.99,29.99,Underpriced
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,569.99,1,0.0,170.997,569.99,30.000000000000004,569.99,No Discount,Premium,69.99,69.99,69.99,Overpriced
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,50.97,3,0.0,9.1746,16.99,18.0,50.97,No Discount,Mid,14.136,14.136,14.136,Fair
First Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Tables,298.116,6,0.3,-4.2588,49.686,-1.4285714285714286,298.116,Medium (21-40%),Low,145.49,145.49,145.49,Underpriced
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,59.52,3,0.0,17.856,19.84,30.0,59.52,No Discount,Premium,4.24,4.24,4.24,Overpriced
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Furniture,Chairs,230.28,3,0.2,23.028,76.76,10.0,230.28,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,105.52,5,0.2,34.294,21.104,32.49999999999999,105.52,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Envelopes,23.36,2,0.0,11.68,11.68,50.0,23.36,No Discount,Mid,9.303999999999998,9.303999999999998,9.303999999999998,Overpriced
Standard Class,Corporate,United States,Brentwood,California,94513,West,Technology,Phones,71.976,3,0.2,8.997,23.992,12.5,71.976,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,8.56,2,0.0,3.852,4.28,44.99999999999999,8.56,No Discount,Low,6.48,6.48,6.48,Underpriced
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Binders,13.92,3,0.2,4.872,4.64,35.0,13.92,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,2518.29,9,0.0,654.7554,279.81,26.0,2518.29,No Discount,Premium,30.448,30.448,30.448,Overpriced
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,540.57,3,0.0,140.5482,180.19000000000003,26.0,540.57,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Binders,221.056,8,0.2,77.3696,27.632,35.0,221.056,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,81.424,2,0.2,-9.1602,40.712,-11.249999999999998,81.424,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Storage,134.8,10,0.0,35.048,13.48,26.0,134.8,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,39.582,9,0.8,-59.373,4.398,-150.0,39.582,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,44.688,7,0.2,5.0274,6.384,11.25,44.688,Low (1-20%),Low,8.475000000000001,8.475000000000001,8.475000000000001,Fair
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Art,31.744,2,0.2,2.3808,15.872,7.5,31.744,Low (1-20%),Premium,4.24,4.24,4.24,Overpriced
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,40.98,5,0.8,-65.568,8.196,-160.0,40.98,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,3.168,3,0.8,-5.0688,1.056,-160.0,3.168,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Fasteners,18.84,5,0.2,-3.5325,3.768,-18.75,18.84,Low (1-20%),Premium,2.84,2.84,2.84,Overpriced
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,362.25,6,0.3,0.0,60.375,0.0,362.25,Medium (21-40%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Furnishings,63.552,6,0.6,-34.9536,10.592,-55.00000000000001,63.552,High (41%+),Mid,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,129.552,3,0.2,-22.6716,43.184,-17.5,129.552,Low (1-20%),Mid,37.208,37.208,37.208,Fair
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,5.984,2,0.2,2.244,2.992,37.50000000000001,5.984,Low (1-20%),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,861.76,4,0.0,249.9104,215.44,29.000000000000004,861.76,No Discount,Premium,69.99,69.99,69.99,Overpriced
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Storage,66.96,4,0.0,2.6784,16.74,4.0,66.96,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,6.24,2,0.0,3.0576,3.12,48.99999999999999,6.24,No Discount,Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Chairs,435.168,4,0.2,-59.8356,108.792,-13.749999999999998,435.168,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Standard Class,Corporate,United States,Chico,California,95928,West,Office Supplies,Fasteners,14.9,5,0.0,6.854,2.98,46.0,14.9,No Discount,Mid,2.84,2.84,2.84,Fair
Standard Class,Corporate,United States,Chico,California,95928,West,Office Supplies,Appliances,15.8,4,0.0,4.108,3.95,26.0,15.8,No Discount,Low,30.448,30.448,30.448,Underpriced
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Furnishings,72.9,5,0.0,26.973,14.580000000000002,36.99999999999999,72.9,No Discount,Mid,14.136,14.136,14.136,Fair
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Tables,206.352,3,0.2,5.1588,68.784,2.5,206.352,Low (1-20%),Low,145.49,145.49,145.49,Underpriced
Standard Class,Corporate,United States,Chico,California,95928,West,Technology,Phones,7.992,1,0.2,2.6973,7.992,33.75,7.992,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Storage,81.36,5,0.2,-19.323,16.272,-23.75,81.36,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Binders,20.232,8,0.7,-16.1856,2.529,-80.0,20.232,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Appliances,389.056,4,0.2,48.632,97.264,12.5,389.056,Low (1-20%),Premium,30.448,30.448,30.448,Overpriced
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Paper,20.736,4,0.2,7.2576,5.184,35.0,20.736,Low (1-20%),Low,6.48,6.48,6.48,Fair
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Paper,41.472,8,0.2,14.5152,5.184,35.0,41.472,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,33.36,4,0.0,16.68,8.34,50.0,33.36,No Discount,Mid,6.48,6.48,6.48,Overpriced
First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,90.882,3,0.7,-190.8522,30.294,-210.0,90.882,High (41%+),Low,102.833,102.833,102.833,Underpriced
First Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,15.992,1,0.2,-2.9985,15.992,-18.75,15.992,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,120.784,1,0.2,13.5882,120.784,11.25,120.784,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,519.792,4,0.4,-112.6216,129.948,-21.666666666666664,519.792,Medium (21-40%),Premium,69.99,69.99,69.99,Overpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.176,3,0.2,-5.4558,10.392,-17.5,31.176,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.368,2,0.2,3.6288,5.184,35.0,10.368,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.724,2,0.7,-1.9068,1.362,-70.0,2.724,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,254.352,3,0.2,0.0,84.784,0.0,254.352,Low (1-20%),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.762,3,0.7,-2.7588,1.254,-73.33333333333333,3.762,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.272,3,0.2,3.21,3.424,31.25,10.272,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,659.97,3,0.0,197.991,219.99,30.0,659.97,No Discount,Premium,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,113.73,3,0.0,32.9817,37.91,29.0,113.73,No Discount,Low,69.99,69.99,69.99,Underpriced
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,5.104,1,0.2,1.6588,5.104,32.5,5.104,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.448,2,0.2,5.5512,8.224,33.75,16.448,Low (1-20%),Mid,6.48,6.48,6.48,Overpriced
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Office Supplies,Appliances,81.92,4,0.0,22.1184,20.48,27.0,81.92,No Discount,Mid,30.448,30.448,30.448,Underpriced
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Furniture,Furnishings,254.9,5,0.0,76.47,50.98,30.0,254.9,No Discount,Premium,14.136,14.136,14.136,Overpriced
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,15.12,5,0.2,4.914,3.024,32.5,15.12,Low (1-20%),Mid,2.84,2.84,2.84,Fair
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,7.872,3,0.2,0.8856,2.624,11.25,7.872,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,8.32,5,0.2,2.808,1.664,33.75,8.32,Low (1-20%),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Second Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,89.95,5,0.0,43.176,17.990000000000002,48.0,89.95,No Discount,Low,69.99,69.99,69.99,Underpriced
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,25.2,4,0.0,11.592,6.3,46.0,25.2,No Discount,Mid,3.984,3.984,3.984,Overpriced
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,37.59,3,0.0,17.6673,12.53,47.0,37.59,No Discount,Premium,3.984,3.984,3.984,Overpriced
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Storage,14.97,1,0.0,4.1916,14.97,28.000000000000004,14.97,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Technology,Accessories,1.98,2,0.0,0.891,0.99,45.0,1.98,No Discount,Low,29.99,29.99,29.99,Underpriced
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Binders,39.936,4,0.7,-26.624,9.984,-66.66666666666666,39.936,High (41%+),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Technology,Accessories,18.464,2,0.2,2.308,9.232,12.5,18.464,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,4.896,3,0.7,-3.4272,1.632,-70.0,4.896,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Bookcases,145.764,6,0.7,-247.7988,24.294,-170.0,145.764,High (41%+),Low,102.833,102.833,102.833,Underpriced
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,9.612,6,0.7,-7.3692,1.602,-76.66666666666667,9.612,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
First Class,Home Office,United States,San Diego,California,92037,West,Technology,Accessories,199.75,5,0.0,87.89,39.95,44.0,199.75,No Discount,Mid,29.99,29.99,29.99,Overpriced
First Class,Home Office,United States,San Diego,California,92037,West,Furniture,Tables,1673.184,12,0.2,20.9148,139.432,1.25,1673.184,Low (1-20%),Mid,145.49,145.49,145.49,Fair
First Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,12.18,7,0.0,3.8976,1.74,32.0,12.18,No Discount,Low,14.136,14.136,14.136,Underpriced
First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,57.68,4,0.0,19.0344,14.42,33.0,57.68,No Discount,Mid,30.448,30.448,30.448,Underpriced
Standard Class,Consumer,United States,Dubuque,Iowa,52001,Central,Technology,Phones,263.96,4,0.0,76.5484,65.99,29.000000000000004,263.96,No Discount,Mid,69.99,69.99,69.99,Fair
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,299.94,6,0.0,128.9742,49.99,43.0,299.94,No Discount,Mid,29.99,29.99,29.99,Overpriced
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,25.76,7,0.0,0.5152,3.68,2.0,25.76,No Discount,Low,8.475000000000001,8.475000000000001,8.475000000000001,Underpriced
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Technology,Phones,271.9,2,0.0,78.851,135.95,29.000000000000004,271.9,No Discount,Premium,69.99,69.99,69.99,Overpriced
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,45.84,3,0.0,15.5856,15.28,34.0,45.84,No Discount,Mid,14.136,14.136,14.136,Fair
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,9.82,2,0.0,3.2406,4.91,33.0,9.82,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Fasteners,93.36,12,0.0,0.9336,7.78,1.0,93.36,No Discount,Premium,2.84,2.84,2.84,Overpriced
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,541.24,4,0.0,5.4124,135.31,1.0,541.24,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,106.32,3,0.0,49.9704,35.44,47.0,106.32,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Chairs,1323.9,5,0.0,383.931,264.78000000000003,29.0,1323.9,No Discount,Premium,105.623,105.623,105.623,Overpriced
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,126.624,6,0.2,41.1528,21.104,32.5,126.624,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
First Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,125.944,7,0.2,15.743,17.992,12.5,125.944,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,663.92,5,0.2,207.475,132.784,31.25,663.92,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Same Day,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,120.0,8,0.0,13.2,15.0,11.0,120.0,No Discount,Low,29.99,29.99,29.99,Underpriced
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.29,1,0.0,1.4805,3.29,44.99999999999999,3.29,No Discount,Mid,2.84,2.84,2.84,Fair
Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,18.84,3,0.0,6.0288,6.28,32.0,18.84,No Discount,Low,14.136,14.136,14.136,Underpriced
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,60.672,6,0.2,12.8928,10.112,21.25,60.672,Low (1-20%),Mid,14.136,14.136,14.136,Underpriced
First Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Art,30.816,9,0.2,2.6964,3.424,8.75,30.816,Low (1-20%),Mid,4.24,4.24,4.24,Fair
Second Class,Corporate,United States,Modesto,California,95351,West,Technology,Phones,52.792,1,0.2,4.6193,52.792,8.75,52.792,Low (1-20%),Mid,69.99,69.99,69.99,Fair
First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Appliances,83.9,10,0.0,20.975,8.39,25.0,83.9,No Discount,Low,30.448,30.448,30.448,Underpriced
First Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,11.76,2,0.0,5.7624,5.88,49.00000000000001,11.76,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Appliances,4.992,3,0.8,-12.9792,1.664,-260.0,4.992,High (41%+),Low,30.448,30.448,30.448,Underpriced
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,87.92,5,0.2,29.673,17.584,33.75,87.92,Low (1-20%),Premium,9.303999999999998,9.303999999999998,9.303999999999998,Overpriced
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Furniture,Chairs,657.93,5,0.3,-93.99,131.58599999999998,-14.285714285714285,657.93,Medium (21-40%),Mid,105.623,105.623,105.623,Fair
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.044,1,0.8,-1.827,1.044,-175.0,1.044,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,210.68,2,0.0,50.5632,105.34,24.0,210.68,No Discount,Premium,14.136,14.136,14.136,Overpriced
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,78.8,1,0.0,1.576,78.8,2.0,78.8,No Discount,Premium,37.208,37.208,37.208,Overpriced
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,19.99,1,0.0,6.7966,19.99,34.0,19.99,No Discount,Low,29.99,29.99,29.99,Underpriced
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,772.68,4,0.0,108.1752,193.17,14.000000000000002,772.68,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,106.08,6,0.2,-9.282,17.68,-8.75,106.08,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Furnishings,23.076,3,0.6,-10.9611,7.692,-47.5,23.076,High (41%+),Low,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,25.92,5,0.2,9.072,5.184,34.99999999999999,25.92,Low (1-20%),Low,6.48,6.48,6.48,Fair
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,0.984,2,0.8,-1.476,0.492,-150.0,0.984,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,75.384,9,0.6,-20.7306,8.376,-27.5,75.384,High (41%+),Mid,14.136,14.136,14.136,Underpriced
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Labels,4.608,2,0.2,1.6704,2.304,36.25000000000001,4.608,Low (1-20%),Low,3.984,3.984,3.984,Underpriced
First Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,37.68,6,0.0,16.956,6.28,45.0,37.68,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,41.91,3,0.0,10.8966,13.97,26.0,41.91,No Discount,Low,30.448,30.448,30.448,Underpriced
Second Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,435.999,3,0.15,5.1294,145.333,1.1764705882352942,435.999,Low (1-20%),Premium,102.833,102.833,102.833,Overpriced
Second Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Chairs,388.704,6,0.2,38.8704,64.784,10.0,388.704,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,572.58,6,0.0,34.3548,95.43,5.999999999999999,572.58,No Discount,Premium,37.208,37.208,37.208,Overpriced
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,33.18,2,0.0,11.613,16.59,35.0,33.18,No Discount,Low,29.99,29.99,29.99,Underpriced
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Accessories,63.88,4,0.0,24.9132,15.97,38.99999999999999,63.88,No Discount,Low,29.99,29.99,29.99,Underpriced
Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Furniture,Furnishings,26.72,1,0.0,11.7568,26.72,44.0,26.72,No Discount,Premium,14.136,14.136,14.136,Overpriced
Second Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,295.056,9,0.2,106.9578,32.784,36.25000000000001,295.056,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,393.25,5,0.0,129.7725,78.65,33.0,393.25,No Discount,Premium,30.448,30.448,30.448,Overpriced
Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,2.214,3,0.7,-1.476,0.738,-66.66666666666666,2.214,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,16.272,3,0.2,5.2884,5.424,32.50000000000001,16.272,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,706.86,7,0.0,197.9208,100.98,28.000000000000004,706.86,No Discount,Premium,30.448,30.448,30.448,Overpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,5.97,5,0.7,-4.577,1.194,-76.66666666666667,5.97,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,21.184,1,0.2,4.7664,21.184,22.5,21.184,Low (1-20%),Mid,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,41.376,6,0.2,3.1032,6.896,7.500000000000001,41.376,Low (1-20%),Low,30.448,30.448,30.448,Underpriced
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,17.94,3,0.0,4.485,5.98,25.0,17.94,No Discount,Mid,4.24,4.24,4.24,Overpriced
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.655,1,0.7,-1.8585,2.655,-70.0,2.655,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,892.35,5,0.0,267.705,178.47,30.0,892.35,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Bookcases,307.666,2,0.15,28.9568,153.833,9.411764705882351,307.666,Low (1-20%),Premium,102.833,102.833,102.833,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,728.82,9,0.0,29.1528,80.98,4.0,728.82,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.36,5,0.2,13.959,8.272,33.75,41.36,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,43.176,3,0.2,15.1116,14.392,35.0,43.176,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,4.16,2,0.0,1.7472,2.08,42.0,4.16,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,61.4,5,0.0,28.858,12.28,47.0,61.4,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,24.448,2,0.2,8.8624,12.224,36.24999999999999,24.448,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,263.96,4,0.0,71.2692,65.99,27.0,263.96,No Discount,Mid,69.99,69.99,69.99,Fair
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,359.97,3,0.0,100.7916,119.99,28.0,359.97,No Discount,Premium,69.99,69.99,69.99,Overpriced
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0.0,6.2208,6.48,47.99999999999999,12.96,No Discount,Mid,6.48,6.48,6.48,Fair
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,116.82,3,0.0,5.841,38.94,5.0,116.82,No Discount,Mid,37.208,37.208,37.208,Fair
